Дата	Номер	Контрагент	Сумма	ПП создано	Статус оплаты	Оплата	Поступление	Дата входящего документа	Номер входящего документа	Комментарий	Номенклатура	Количество	Номенклатура.Единица	Цена	Сумма	% НДС	НДС	Всего	Доп информация
17.02.2023 17:40:59	0000-000155	ООО "ФАВОРИТ-ЭЛЕКТРО"	11 794,00	Нет	Не оплачен	Не оплачен	Не получен	17.02.2023	10984	168,169,170,171	Светильник-вспышка (стробы), 18LED 1,3W, красный STLB01	15,000	шт	241,67	3 625,00	20%	725,00	4 350	
20.02.2023 14:44:30	0000-000151	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	1 706,00	Нет	Не оплачен	Не оплачен	Не получен	20.02.2023	2302-100117-31765	171	STAYER Лебедка автомобильная, 1,5т / 2,4м 4310-1.5	1,000	шт	1 421,67	1 421,67	20%	284,33	1 706	
20.02.2023 14:51:18	0000-000153	ООО "ДОМИНАНТ"	54 600,00	Нет	Не оплачен	Не оплачен	Не получен	20.02.2023	ЦБ-828	168,169,170,171	Шкаф распределительный MFQ 50.60.25	7,000	шт	6 500,00	45 500,00	20%	9 100,00	54 600	
20.02.2023 14:51:18	0000-000154	ООО "СТРОП-СТОР"	5 947,00	Нет	Не оплачен	Не оплачен	Не получен	20.02.2023	293	168,169,170,171	Ремень стяжной 100мм (10 / 20 т) / 10м.	1,000	шт	2 268,33	2 268,33	20%	453,67	2 722	
20.02.2023 14:51:18	0000-000154	ООО "СТРОП-СТОР"	5 947,00	Нет	Не оплачен	Не оплачен	Не получен	20.02.2023	293	168,169,170,171	Ремень стяжной 50мм (2500 / 5000 кг.) / 4м.	1,000	шт	586,67	586,67	20%	117,33	704	
20.02.2023 14:51:18	0000-000154	ООО "СТРОП-СТОР"	5 947,00	Нет	Не оплачен	Не оплачен	Не получен	20.02.2023	293	168,169,170,171	Ремень стяжной 75мм ( 7 /10 т ) / 12м.	1,000	шт	2 100,83	2 100,83	20%	420,17	2 521	
21.02.2023 16:46:35	0000-000156	ЭКС ООО	8 228,80	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	Р23-5437	168,169,170,171	Маркер для кабеля сечением 1.5-2.5мм символ 0 | MKF0S2 | DKC	1 000,000	шт	1,12	1 116,67	20%	223,33	1 340	
21.02.2023 16:46:35	0000-000156	ЭКС ООО	8 228,80	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	Р23-5437	168,169,170,171	Маркер для кабеля сечением 1.5-2.5мм символ 1 | MKF1S2 | DKC	1 000,000	шт	1,12	1 116,67	20%	223,33	1 340	
21.02.2023 16:46:35	0000-000156	ЭКС ООО	8 228,80	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	Р23-5437	168,169,170,171	Маркер для кабеля сечением 1.5-2.5мм символ 2 | MKF2S2 | DKC	1 000,000	шт	1,12	1 116,67	20%	223,33	1 340	
21.02.2023 16:46:35	0000-000156	ЭКС ООО	8 228,80	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	Р23-5437	168,169,170,171	Маркер для кабеля сечением 1.5-2.5мм символ 3 | MKF3S2 | DKC	1 000,000	шт	1,12	1 116,67	20%	223,33	1 340	
21.02.2023 16:46:35	0000-000156	ЭКС ООО	8 228,80	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	Р23-5437	168,169,170,171	Маркер для кабеля сечением 1.5-2.5мм символ 6 | MKF6S2 | DKC	1 000,000	шт	1,12	1 116,67	20%	223,33	1 340	
21.02.2023 16:46:35	0000-000156	ЭКС ООО	8 228,80	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	Р23-5437	168,169,170,171	Наконечник НШВИ(2) 0.5-8 - 79461	1 000,000	шт	0,56	558,33	20%	111,67	670	
21.02.2023 16:46:35	0000-000156	ЭКС ООО	8 228,80	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	Р23-5437	168,169,170,171	Провод силовой ПуГВ нг(А) LS 2,5 желто-зеленый ТРТС	40,000	м	17,89	715,67	20%	143,13	858,8	
21.02.2023 16:46:36	0000-000157	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	37 759,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	2302-258878-31044	168,169,170,171	AV Steel Головка ударная 1/2 двенадцатигранная удлиненная 36мм AV-721136	2,000	шт	413,34	826,67	20%	165,33	992	
21.02.2023 16:46:36	0000-000157	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	37 759,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	2302-258878-31044	168,169,170,171	Gigant Стрейч пленка 1 сорт, 500х20мкм SF-11	5,000	шт	278,33	1 391,67	20%	278,33	1 670	
21.02.2023 16:46:36	0000-000157	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	37 759,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	2302-258878-31044	168,169,170,171	IZELTAS Ключ комбинированный Збмм, удлиненный , 0330020036	2,000	шт	749,17	1 498,33	20%	299,67	1 798	
21.02.2023 16:46:36	0000-000157	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	37 759,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	2302-258878-31044	168,169,170,171	KingTul КТ-5198 Набор ключей рожковых и комбинированных 47023	2,000	шт	751,67	1 503,33	20%	300,67	1 804	
21.02.2023 16:46:36	0000-000157	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	37 759,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	2302-258878-31044	168,169,170,171	Ombra 290012 Вороток коленчатый 1/2"55268	2,000	шт	781,67	1 563,33	20%	312,67	1 876	
21.02.2023 16:46:36	0000-000157	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	37 759,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	2302-258878-31044	168,169,170,171	Patriot Бензопила 3816 220105510	2,000	шт	5 165,00	10 330,00	20%	2 066,00	12 396	
21.02.2023 16:46:36	0000-000157	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	37 759,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	2302-258878-31044	168,169,170,171	PATRIOT Масло минеральное G-Motion 2Т GARDEN 1л 850030300	2,000	шт	312,50	625,00	20%	125,00	750	
21.02.2023 16:46:36	0000-000157	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	37 759,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	2302-258878-31044	168,169,170,171	PATRIOT Масло цепное FAVORITE BAR&CHAIN LUBE 0,946.л 850030601	2,000	шт	306,67	613,33	20%	122,67	736	
21.02.2023 16:46:36	0000-000157	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	37 759,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	2302-258878-31044	168,169,170,171	PATRIOT Цепь 3/8 1,3 57 звеньев блистер 862381357	2,000	шт	519,17	1 038,33	20%	207,67	1 246	
21.02.2023 16:46:36	0000-000157	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	37 759,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	2302-258878-31044	168,169,170,171	vertextools ПИЛЬНЫЙ ДИСК ПО ДЕРЕВУ 125х48тх22,23 125-48-22	4,000	шт	201,67	806,67	20%	161,33	968	
21.02.2023 16:46:36	0000-000157	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	37 759,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	2302-258878-31044	168,169,170,171	АвтоОело набор головок высоких 11 пр DR1/2, 6РТ, 8-24мм, холдер 39853 15441	2,000	шт	1 289,17	2 578,33	20%	515,67	3 094	
21.02.2023 16:46:36	0000-000157	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	37 759,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	2302-258878-31044	168,169,170,171	Дело Техники Головка 6-ти гранная длинная х 30 мм 1/2" ДТ/100 620230	2,000	шт	247,50	495,00	20%	99,00	594	
21.02.2023 16:46:36	0000-000157	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	37 759,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	2302-258878-31044	168,169,170,171	ЕРМАК Набор головок 21 предм. 8-32мм с карданным шарниром 1/2 736-006	2,000	шт	1 334,17	2 668,33	20%	533,67	3 202	
21.02.2023 16:46:36	0000-000157	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	37 759,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	2302-258878-31044	168,169,170,171	Ресурс Пленка Воздушно-Пузырчатая 1,5x1 0м 07705	5,000	шт	342,50	1 712,50	20%	342,50	2 055	
21.02.2023 16:46:36	0000-000157	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	37 759,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	2302-258878-31044	168,169,170,171	Сервис Ключ Головка / 6 граней/ 36мм 77536	2,000	шт	255,00	510,00	20%	102,00	612	
21.02.2023 16:46:36	0000-000157	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	37 759,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	2302-258878-31044	168,169,170,171	СЕРВИС КЛЮЧ Удлинитель 1/2 500 мм PROFFI 71500	2,000	шт	515,84	1 031,67	20%	206,33	1 238	
21.02.2023 16:46:36	0000-000157	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	37 759,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	2302-258878-31044	168,169,170,171	СИБРТЕХ Ящик для инструмента, 430x235x250мм (18"), пластик//СИБРТЕХ//Россия 90805	2,000	шт	662,50	1 325,00	20%	265,00	1 590	
21.02.2023 16:46:36	0000-000157	ООО "ВСЕИНСТРУМЕНТЫ.РУ"	37 759,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	2302-258878-31044	168,169,170,171	ЭВРИКА Вороток 1/2DR шарнирный 380мм ER-41238	2,000	шт	474,17	948,33	20%	189,67	1 138	
21.02.2023 16:46:37	0000-000160	ООО "СМТ ГРУПП"	48 000,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	02/21-01	166	Транспортные услуги по организации перевозки груза,маршрут ЛО п. Войсковицы -МО д.Кучино ,загрузка 2	1,000	шт	40 000,00	40 000,00	20%	8 000,00	48 000	
21.02.2023 16:46:38	0000-000161	Деловые Линии ООО	2 124,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	23- 04141000822	74	Информирование о статусе и местонахождении г эуза	1,000	шт	12,50	12,50	20%	2,50	15	
21.02.2023 16:46:38	0000-000161	Деловые Линии ООО	2 124,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	23- 04141000822	74	С трахование груза и срока	1,000	шт	152,00	152,00	Без НДС		152	
21.02.2023 16:46:38	0000-000161	Деловые Линии ООО	2 124,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	23- 04141000822	74	У 1 гр тс слуга по организации доставки (экспедированию уза из г. Ейск в г. Москва (мест: 1; 6 кг; 0	1,000	шт	764,17	764,17	20%	152,83	917	
21.02.2023 16:46:38	0000-000161	Деловые Линии ООО	2 124,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	23- 04141000822	74	Упаковка груза в палетный борт	1,000	шт	166,67	166,67	20%	33,33	200	
21.02.2023 16:46:38	0000-000161	Деловые Линии ООО	2 124,00	Нет	Не оплачен	Не оплачен	Не получен	21.02.2023	23- 04141000822	74	Услуга по организации доставки (экспедированию) груза по г. Москва	1,000	шт	700,00	700,00	20%	140,00	840	
22.02.2023 14:21:20	0000-000158	Деловые Линии ООО	4 139,00	Нет	Не оплачен	Не оплачен	Не получен	22.02.2023	23-00521011522	1,164,166	Информирование о статусе и местонахождении груза	1,000	шт	12,50	12,50	20%	2,50	15	
22.02.2023 14:21:20	0000-000158	Деловые Линии ООО	4 139,00	Нет	Не оплачен	Не оплачен	Не получен	22.02.2023	23-00521011522	1,164,166	Страхование груза и срока	1,000	шт	415,00	415,00	Без НДС		415	
22.02.2023 14:21:20	0000-000158	Деловые Линии ООО	4 139,00	Нет	Не оплачен	Не оплачен	Не получен	22.02.2023	23-00521011522	1,164,166	Услуга по организации доставки (экспедированию) груза из г. Ульяновск в г. Москва (мест: 1; 179 кг;	1,000	шт	1 940,83	1 940,83	20%	388,17	2 329	
22.02.2023 14:21:20	0000-000158	Деловые Линии ООО	4 139,00	Нет	Не оплачен	Не оплачен	Не получен	22.02.2023	23-00521011522	1,164,166	Услуга по организации доставки (экспедированию) груза по г. Москва	1,000	шт	1 150,00	1 150,00	20%	230,00	1 380	
22.02.2023 14:21:21	0000-000159	ООО "ПОЛИМЕРНЫЕ СИСТЕМЫ"	101 200,00	Нет	Не оплачен	Не оплачен	Не получен	22.02.2023	345	168,169,170,171	Отвод 200 45гр ПЭ100 SDR11 ЭС	9,000	шт	6 666,67	60 000,00	20%	12 000,00	72 000	
22.02.2023 14:21:21	0000-000159	ООО "ПОЛИМЕРНЫЕ СИСТЕМЫ"	101 200,00	Нет	Не оплачен	Не оплачен	Не получен	22.02.2023	345	168,169,170,171	Отвод 400 90гр пэ 100 sdr11 свар 3х сегм	2,000	шт	12 166,67	24 333,33	20%	4 866,67	29 200	
22.02.2023 16:25:36	0000-000162	ООО "АЛЬФА АРС МЕТИЗЫ"	168 065,00	Нет	Не оплачен	Не оплачен	Не получен	22.02.2023	2432	168,169,170,171	Анкер клиновой 20x160 (10 шт)	770,000	шт	87,50	67 375,00	20%	13 475,00	80 850	Удален
22.02.2023 16:25:36	0000-000162	ООО "АЛЬФА АРС МЕТИЗЫ"	168 065,00	Нет	Не оплачен	Не оплачен	Не получен	22.02.2023	2432	168,169,170,171	Рым-гайка DIN 582 М 20 оц.(2 шт)	590,000	шт	119,58	70 554,17	20%	14 110,83	84 665	Удален
22.02.2023 16:25:36	0000-000162	ООО "АЛЬФА АРС МЕТИЗЫ"	168 065,00	Нет	Не оплачен	Не оплачен	Не получен	22.02.2023	2432	168,169,170,171	Шайба плоская М 20 оц. DIN 9021 усиленная кор. 5 кг Крепыши	15,000	кг	141,67	2 125,00	20%	425,00	2 550	Удален
22.02.2023 16:25:36	0000-000163	ООО "СТРОП-СТОР"	339 190,00	Нет	Не оплачен	Не оплачен	Не получен	22.02.2023	318	#Документ загружен из сервиса Entera.pro	Ремень стяжной 100мм (10 / 20 т) / 10м.	121,000	шт	2 268,33	274 468,33	20%	54 893,67	329 362	Удален
22.02.2023 16:25:36	0000-000163	ООО "СТРОП-СТОР"	339 190,00	Нет	Не оплачен	Не оплачен	Не получен	22.02.2023	318	#Документ загружен из сервиса Entera.pro	Ремень стяжной 50мм (2500 / 5000 кг.) / 6м.	6,000	шт	650,00	3 900,00	20%	780,00	4 680	Удален
22.02.2023 16:25:36	0000-000163	ООО "СТРОП-СТОР"	339 190,00	Нет	Не оплачен	Не оплачен	Не получен	22.02.2023	318	#Документ загружен из сервиса Entera.pro	Ремень стяжной 50мм (2500 / 5000 кг.) / 8 м.	6,000	шт	715,00	4 290,00	20%	858,00	5 148	Удален
22.02.2023 16:52:36	0000-000164	ООО "СТРОП-СТОР"	347 059,00	Нет	Не оплачен	Не оплачен	Не получен	22.02.2023	318	168,169,170,171	Ремень стяжной 100мм (10 / 20 т) / 10м.	60,000	шт	2 268,33	136 100,00	20%	27 220,00	163 320	
